"Occupation","Gender","TaxBracket","variable","value","unit"
"9324 Apprentice or trainee - automotive - other","Male","All","Net rent - loss",-215531,"dollar"
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner","Female","All","Net rent - loss",-43276,"dollar"
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner","Male","a. $18,200 or less","Net rent - loss",-106609,"dollar"
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner","Male","b. $18,201 to $37,000","Net rent - loss",-1100383,"dollar"
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner","Male","c. $37,001 to $80,000","Net rent - loss",-607716,"dollar"
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner","Male","d. $80,001 to $180,000","Net rent - loss",-146027,"dollar"
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner","Male","e. $180,000 or more","Net rent - loss",-106,"dollar"
"9332 Apprentice or trainee - floor finisher","Female","All","Net rent - loss",-3840,"dollar"
"9332 Apprentice or trainee - floor finisher","Male","a. $18,200 or less","Net rent - loss",-5365,"dollar"
"9332 Apprentice or trainee - floor finisher","Male","b. $18,201 to $37,000","Net rent - loss",-12515,"dollar"
"9332 Apprentice or trainee - floor finisher","Male","c. $37,001 to $80,000","Net rent - loss",-13493,"dollar"
"9332 Apprentice or trainee - floor finisher","Male","d. $80,001 to $180,000","Net rent - loss",-2598,"dollar"
"9333 Apprentice or trainee - tiler or plasterer","Female","All","Net rent - loss",-2206,"dollar"
"9333 Apprentice or trainee - tiler or plasterer","Male","All","Net rent - loss",-71079,"dollar"
"9334 Apprentice or trainee - plumber","Female","All","Net rent - loss",-50939,"dollar"
"9334 Apprentice or trainee - plumber","Male","a. $18,200 or less","Net rent - loss",-20276,"dollar"
"9334 Apprentice or trainee - plumber","Male","b. $18,201 to $37,000","Net rent - loss",-307622,"dollar"
"9334 Apprentice or trainee - plumber","Male","c. $37,001 to $80,000","Net rent - loss",-630389,"dollar"
"9334 Apprentice or trainee - plumber","Male","d. $80,001 to $180,000","Net rent - loss",-74217,"dollar"
"9334 Apprentice or trainee - plumber","Male","e. $180,000 or more","Net rent - loss",0,"dollar"
"9341 Apprentice or trainee - electrician","Female","All","Net rent - loss",-257438,"dollar"
"9341 Apprentice or trainee - electrician","Male","a. $18,200 or less","Net rent - loss",-244953,"dollar"
"9341 Apprentice or trainee - electrician","Male","b. $18,201 to $37,000","Net rent - loss",-948878,"dollar"
"9341 Apprentice or trainee - electrician","Male","c. $37,001 to $80,000","Net rent - loss",-2023065,"dollar"
"9341 Apprentice or trainee - electrician","Male","d. $80,001 to $180,000","Net rent - loss",-1206968,"dollar"
"9341 Apprentice or trainee - electrician","Male","e. $180,000 or more","Net rent - loss",-126688,"dollar"
"9342 Apprentice or trainee - electronics or telecommunications trades worker","Female","All","Net rent - loss",-11165,"dollar"
"9342 Apprentice or trainee - electronics or telecommunications trades worker","Male","a. $18,200 or less","Net rent - loss",-22782,"dollar"
"9342 Apprentice or trainee - electronics or telecommunications trades worker","Male","b. $18,201 to $37,000","Net rent - loss",-138263,"dollar"
"9342 Apprentice or trainee - electronics or telecommunications trades worker","Male","c. $37,001 to $80,000","Net rent - loss",-325872,"dollar"
"9342 Apprentice or trainee - electronics or telecommunications trades worker","Male","d. $80,001 to $180,000","Net rent - loss",-82589,"dollar"
"9342 Apprentice or trainee - electronics or telecommunications trades worker","Male","e. $180,000 or more","Net rent - loss",-5528,"dollar"
"9351 Apprentice or trainee - food trades worker","Female","All","Net rent - loss",-208180,"dollar"
"9351 Apprentice or trainee - food trades worker","Male","All","Net rent - loss",-330417,"dollar"
"9361 Apprentice or trainee - animal attendant, trainer or shearer","Female","All","Net rent - loss",-54171,"dollar"
"9361 Apprentice or trainee - animal attendant, trainer or shearer","Male","All","Net rent - loss",-8853,"dollar"
"9362 Apprentice or trainee - horticultural trades worker","Female","a. $18,200 or less","Net rent - loss",-3364,"dollar"
"9362 Apprentice or trainee - horticultural trades worker","Female","b. $18,201 to $37,000","Net rent - loss",-2117,"dollar"
"9362 Apprentice or trainee - horticultural trades worker","Female","c. $37,001 to $80,000","Net rent - loss",-4456,"dollar"
"9362 Apprentice or trainee - horticultural trades worker","Male","All","Net rent - loss",-83989,"dollar"
"9391 Apprentice or trainee - hair dresser","Female","All","Net rent - loss",-87080,"dollar"
"9391 Apprentice or trainee - hair dresser","Male","All","Net rent - loss",-7214,"dollar"
"9392 Apprentice or trainee - printer or graphic artist","Female","All","Net rent - loss",-55850,"dollar"
"9392 Apprentice or trainee - printer or graphic artist","Male","All","Net rent - loss",-45034,"dollar"
"9393 Apprentice or trainee - textile, clothing or footwear trades worker","Female","a. $18,200 or less","Net rent - loss",0,"dollar"
"9393 Apprentice or trainee - textile, clothing or footwear trades worker","Female","b. $18,201 to $37,000","Net rent - loss",-8337,"dollar"
"9393 Apprentice or trainee - textile, clothing or footwear trades worker","Female","c. $37,001 to $80,000","Net rent - loss",0,"dollar"
"9393 Apprentice or trainee - textile, clothing or footwear trades worker","Male","All","Net rent - loss",-3068,"dollar"
"9394 Apprentice or trainee - wood trades worker","Female","All","Net rent - loss",-1924,"dollar"
"9394 Apprentice or trainee - wood trades worker","Male","All","Net rent - loss",-90111,"dollar"
"9399 Apprentice or trainee - miscellaneous technicians or trades worker","Female","All","Net rent - loss",-1878,"dollar"
"9399 Apprentice or trainee - miscellaneous technicians or trades worker","Male","All","Net rent - loss",-95214,"dollar"
"9410 Apprentice or trainee - health and welfare support services","Female","All","Net rent - loss",-55302,"dollar"
"9410 Apprentice or trainee - health and welfare support services","Male","All","Net rent - loss",-22845,"dollar"
"9420 Apprentice or trainee - care and community services","Female","All","Net rent - loss",-93404,"dollar"
"9420 Apprentice or trainee - care and community services","Male","All","Net rent - loss",-18177,"dollar"
"9431 Apprentice or trainee - hospitality","Female","a. $18,200 or less","Net rent - loss",0,"dollar"
"9431 Apprentice or trainee - hospitality","Female","b. $18,201 to $37,000","Net rent - loss",-5752,"dollar"
"9431 Apprentice or trainee - hospitality","Female","c. $37,001 to $80,000","Net rent - loss",-12760,"dollar"
"9431 Apprentice or trainee - hospitality","Male","All","Net rent - loss",0,"dollar"
"9442 Consultant, apprentice or trainee - security and correctional services","Female","All","Net rent - loss",-87361,"dollar"
"9442 Consultant, apprentice or trainee - security and correctional services","Male","a. $18,200 or less","Net rent - loss",-44968,"dollar"
"9442 Consultant, apprentice or trainee - security and correctional services","Male","b. $18,201 to $37,000","Net rent - loss",-27335,"dollar"
"9442 Consultant, apprentice or trainee - security and correctional services","Male","c. $37,001 to $80,000","Net rent - loss",-231145,"dollar"
"9442 Consultant, apprentice or trainee - security and correctional services","Male","d. $80,001 to $180,000","Net rent - loss",-341098,"dollar"
"9442 Consultant, apprentice or trainee - security and correctional services","Male","e. $180,000 or more","Net rent - loss",-131989,"dollar"
"9451 Consultant, apprentice or trainee - personal service or travel","Female","All","Net rent - loss",-976795,"dollar"
"9451 Consultant, apprentice or trainee - personal service or travel","Male","a. $18,200 or less","Net rent - loss",-34034,"dollar"
"9451 Consultant, apprentice or trainee - personal service or travel","Male","b. $18,201 to $37,000","Net rent - loss",-15627,"dollar"
"9451 Consultant, apprentice or trainee - personal service or travel","Male","c. $37,001 to $80,000","Net rent - loss",-129546,"dollar"
"9451 Consultant, apprentice or trainee - personal service or travel","Male","d. $80,001 to $180,000","Net rent - loss",-101248,"dollar"
"9451 Consultant, apprentice or trainee - personal service or travel","Male","e. $180,000 or more","Net rent - loss",-24336,"dollar"
"9452 Apprentice or trainee - sport and recreation","Female","All","Net rent - loss",-32257,"dollar"
"9452 Apprentice or trainee - sport and recreation","Male","All","Net rent - loss",-54909,"dollar"
"9510 Apprentice or trainee - business services","Female","All","Net rent - loss",-37986,"dollar"
"9510 Apprentice or trainee - business services","Male","All","Net rent - loss",-20845,"dollar"
"9530 Apprentice or trainee - clerical services","Female","All","Net rent - loss",-195789,"dollar"
"9530 Apprentice or trainee - clerical services","Male","All","Net rent - loss",-66492,"dollar"
"9550 Apprentice or trainee - financial services","Female","All","Net rent - loss",-56527,"dollar"
"9550 Apprentice or trainee - financial services","Male","All","Net rent - loss",-41217,"dollar"
"9552 Consultant - insurance (clerical)","Female","All","Net rent - loss",-542958,"dollar"
"9552 Consultant - insurance (clerical)","Male","All","Net rent - loss",-381522,"dollar"
"9599 Consultant, apprentice or trainee - justice and legal services, insurance claims investigation","Female","All","Net rent - loss",-369181,"dollar"
"9599 Consultant, apprentice or trainee - justice and legal services, insurance claims investigation","Male","All","Net rent - loss",-181112,"dollar"
"9611 Consultant - sales representative (wholesale)","Female","All","Net rent - loss",-433106,"dollar"
"9611 Consultant - sales representative (wholesale)","Male","a. $18,200 or less","Net rent - loss",-45351,"dollar"
"9611 Consultant - sales representative (wholesale)","Male","b. $18,201 to $37,000","Net rent - loss",-95964,"dollar"
"9611 Consultant - sales representative (wholesale)","Male","c. $37,001 to $80,000","Net rent - loss",-206048,"dollar"
"9611 Consultant - sales representative (wholesale)","Male","d. $80,001 to $180,000","Net rent - loss",-388973,"dollar"
"9611 Consultant - sales representative (wholesale)","Male","e. $180,000 or more","Net rent - loss",-172846,"dollar"
"9612 Consultant - real estate representative","Female","a. $18,200 or less","Net rent - loss",-220271,"dollar"
"9612 Consultant - real estate representative","Female","b. $18,201 to $37,000","Net rent - loss",-325747,"dollar"
"9612 Consultant - real estate representative","Female","c. $37,001 to $80,000","Net rent - loss",-469439,"dollar"
"9612 Consultant - real estate representative","Female","d. $80,001 to $180,000","Net rent - loss",-505838,"dollar"
"9612 Consultant - real estate representative","Female","e. $180,000 or more","Net rent - loss",-144323,"dollar"
"9612 Consultant - real estate representative","Male","a. $18,200 or less","Net rent - loss",-193562,"dollar"
"9612 Consultant - real estate representative","Male","b. $18,201 to $37,000","Net rent - loss",-251321,"dollar"
"9612 Consultant - real estate representative","Male","c. $37,001 to $80,000","Net rent - loss",-743743,"dollar"
"9612 Consultant - real estate representative","Male","d. $80,001 to $180,000","Net rent - loss",-1171279,"dollar"
"9612 Consultant - real estate representative","Male","e. $180,000 or more","Net rent - loss",-914300,"dollar"
"9621 Consultant - sales assistant (retail)","Female","a. $18,200 or less","Net rent - loss",-156221,"dollar"
"9621 Consultant - sales assistant (retail)","Female","b. $18,201 to $37,000","Net rent - loss",-506148,"dollar"
"9621 Consultant - sales assistant (retail)","Female","c. $37,001 to $80,000","Net rent - loss",-733392,"dollar"
"9621 Consultant - sales assistant (retail)","Female","d. $80,001 to $180,000","Net rent - loss",-247837,"dollar"
"9621 Consultant - sales assistant (retail)","Female","e. $180,000 or more","Net rent - loss",-15360,"dollar"
"9621 Consultant - sales assistant (retail)","Male","a. $18,200 or less","Net rent - loss",-125034,"dollar"
"9621 Consultant - sales assistant (retail)","Male","b. $18,201 to $37,000","Net rent - loss",-77390,"dollar"
"9621 Consultant - sales assistant (retail)","Male","c. $37,001 to $80,000","Net rent - loss",-465428,"dollar"
"9621 Consultant - sales assistant (retail)","Male","d. $80,001 to $180,000","Net rent - loss",-215449,"dollar"
"9621 Consultant - sales assistant (retail)","Male","e. $180,000 or more","Net rent - loss",-29464,"dollar"
"9712 Apprentice or trainee - miner","Female","All","Net rent - loss",-6281,"dollar"
"9712 Apprentice or trainee - miner","Male","All","Net rent - loss",-76793,"dollar"
"9730 Apprentice or trainee - transport and distribution driver","Female","All","Net rent - loss",0,"dollar"
"9730 Apprentice or trainee - transport and distribution driver","Male","a. $18,200 or less","Net rent - loss",0,"dollar"
"9730 Apprentice or trainee - transport and distribution driver","Male","b. $18,201 to $37,000","Net rent - loss",0,"dollar"
"9730 Apprentice or trainee - transport and distribution driver","Male","c. $37,001 to $80,000","Net rent - loss",-17684,"dollar"
"9730 Apprentice or trainee - transport and distribution driver","Male","d. $80,001 to $180,000","Net rent - loss",-3639,"dollar"
"9741 Apprentice or trainee - storeperson","Female","All","Net rent - loss",-5552,"dollar"
"9741 Apprentice or trainee - storeperson","Male","All","Net rent - loss",-22697,"dollar"
"9811 Apprentice or trainee - cleaning services","Female","All","Net rent - loss",-124133,"dollar"
"9811 Apprentice or trainee - cleaning services","Male","a. $18,200 or less","Net rent - loss",-3777,"dollar"
"9811 Apprentice or trainee - cleaning services","Male","b. $18,201 to $37,000","Net rent - loss",-35435,"dollar"
"9811 Apprentice or trainee - cleaning services","Male","c. $37,001 to $80,000","Net rent - loss",-46588,"dollar"
"9811 Apprentice or trainee - cleaning services","Male","d. $80,001 to $180,000","Net rent - loss",0,"dollar"
"9831 Apprentice or trainee - food, drink or meat processor","Female","All","Net rent - loss",-17124,"dollar"
"9831 Apprentice or trainee - food, drink or meat processor","Male","All","Net rent - loss",0,"dollar"
"9841 Apprentice or trainee - farm, forestry or garden worker","Female","All","Net rent - loss",-5753,"dollar"
"9841 Apprentice or trainee - farm, forestry or garden worker","Male","All","Net rent - loss",0,"dollar"
"9899 Apprentice or trainee - deck or fishing hand, or autoglazier","Female","All","Net rent - loss",-2794,"dollar"
"9899 Apprentice or trainee - deck or fishing hand, or autoglazier","Male","All","Net rent - loss",-20660,"dollar"
"9990 Occupation not matched","Female","a. $18,200 or less","Net rent - loss",-5427173,"dollar"
"9990 Occupation not matched","Female","b. $18,201 to $37,000","Net rent - loss",-5486913,"dollar"
"9990 Occupation not matched","Female","c. $37,001 to $80,000","Net rent - loss",-12314173,"dollar"
"9990 Occupation not matched","Female","d. $80,001 to $180,000","Net rent - loss",-7666213,"dollar"
"9990 Occupation not matched","Female","e. $180,000 or more","Net rent - loss",-2464593,"dollar"
